Fecha,Sucursal,Departamento,Categoría,Unidades_Vendidas,Venta_USD
2023-11-01,Panamá Este,Abarrotes,Bebidas,289265,3828812.74
2023-12-01,Panamá Este,Abarrotes,Bebidas,357992,4021878.6
2024-01-01,Panamá Este,Abarrotes,Bebidas,186668,2516537.94
2024-02-01,Panamá Este,Abarrotes,Bebidas,246172,2532966.54
2024-03-01,Panamá Este,Abarrotes,Bebidas,285916,3086442.92
2024-04-01,Panamá Este,Abarrotes,Bebidas,258458,3430869.34
2024-05-01,Panamá Este,Abarrotes,Bebidas,292540,3480688.08
2024-06-01,Panamá Este,Abarrotes,Bebidas,285695,3314461.85
2024-07-01,Panamá Este,Abarrotes,Bebidas,304887,3573362.25
2024-08-01,Panamá Este,Abarrotes,Bebidas,247955,3023025.65
2024-09-01,Panamá Este,Abarrotes,Bebidas,267080,2960612.91
2024-10-01,Panamá Este,Abarrotes,Bebidas,268575,2995999.27
2024-11-01,Panamá Este,Abarrotes,Bebidas,304679,3680615.55
2024-12-01,Panamá Este,Abarrotes,Bebidas,343998,4397890.45
2025-01-01,Panamá Este,Abarrotes,Bebidas,227470,2544578.88
2025-02-01,Panamá Este,Abarrotes,Bebidas,225814,2863420.09
2025-03-01,Panamá Este,Abarrotes,Bebidas,292808,3294167.48
2025-04-01,Panamá Este,Abarrotes,Bebidas,312474,3482312.31
2025-05-01,Panamá Este,Abarrotes,Bebidas,309006,3701662.7
2025-06-01,Panamá Este,Abarrotes,Bebidas,274614,3322422.48
2025-07-01,Panamá Este,Abarrotes,Bebidas,338348,4161366.86
2025-08-01,Panamá Este,Abarrotes,Bebidas,258669,3735063.14
2025-09-01,Panamá Este,Abarrotes,Bebidas,259666,3240441.61
2025-10-01,Panamá Este,Abarrotes,Bebidas,293283,3674546.33
2022-01-01,Panamá Este,Abarrotes,Lácteos,121301,2234590.7
2022-02-01,Panamá Este,Abarrotes,Lácteos,150543,2378610.27
2022-03-01,Panamá Este,Abarrotes,Lácteos,173826,2571757.95
2022-04-01,Panamá Este,Abarrotes,Lácteos,187509,3100254.13
2022-05-01,Panamá Este,Abarrotes,Lácteos,161325,2571541.72
2022-06-01,Panamá Este,Abarrotes,Lácteos,175014,2931086.67
2022-07-01,Panamá Este,Abarrotes,Lácteos,179464,3403336.31
2022-08-01,Panamá Este,Abarrotes,Lácteos,169276,2673889.02
2022-09-01,Panamá Este,Abarrotes,Lácteos,183755,2619199.8
2022-10-01,Panamá Este,Abarrotes,Lácteos,174585,2607427.9
2022-11-01,Panamá Este,Abarrotes,Lácteos,205287,3252062.43
2022-12-01,Panamá Este,Abarrotes,Lácteos,240414,3634333.33
2023-01-01,Panamá Este,Abarrotes,Lácteos,138573,2332968.57
2023-02-01,Panamá Este,Abarrotes,Lácteos,167360,2323279.33
2023-03-01,Panamá Este,Abarrotes,Lácteos,200883,3001145.66
2023-04-01,Panamá Este,Abarrotes,Lácteos,203239,3293072.03
2023-05-01,Panamá Este,Abarrotes,Lácteos,196964,3183600.51
2023-06-01,Panamá Este,Abarrotes,Lácteos,179398,3064528.85
2023-07-01,Panamá Este,Abarrotes,Lácteos,212613,3167370.11
2023-08-01,Panamá Este,Abarrotes,Lácteos,183951,3069726.88
2023-09-01,Panamá Este,Abarrotes,Lácteos,177136,3011701.41
2023-10-01,Panamá Este,Abarrotes,Lácteos,198975,2951217.41
2023-11-01,Panamá Este,Abarrotes,Lácteos,202895,3329111.26
2023-12-01,Panamá Este,Abarrotes,Lácteos,281740,4517961.72
2024-01-01,Panamá Este,Abarrotes,Lácteos,147203,2361599.75
2024-02-01,Panamá Este,Abarrotes,Lácteos,172739,2538506.79
2024-03-01,Panamá Este,Abarrotes,Lácteos,204099,3096619.37
2024-04-01,Panamá Este,Abarrotes,Lácteos,213425,3126117.84
2024-05-01,Panamá Este,Abarrotes,Lácteos,203201,3389106.95
2024-06-01,Panamá Este,Abarrotes,Lácteos,202302,3329357.61
2024-07-01,Panamá Este,Abarrotes,Lácteos,198717,3687268.3
2024-08-01,Panamá Este,Abarrotes,Lácteos,198523,2869687.22
2024-09-01,Panamá Este,Abarrotes,Lácteos,183956,3127405.57
2024-10-01,Panamá Este,Abarrotes,Lácteos,207187,3168876.21
2024-11-01,Panamá Este,Abarrotes,Lácteos,237934,3449854.6
2024-12-01,Panamá Este,Abarrotes,Lácteos,286894,4239129.38
2025-01-01,Panamá Este,Abarrotes,Lácteos,143081,2664949.25
2025-02-01,Panamá Este,Abarrotes,Lácteos,163698,2662467.43
2025-03-01,Panamá Este,Abarrotes,Lácteos,219113,3401294.46
2025-04-01,Panamá Este,Abarrotes,Lácteos,192052,3185064.99
2025-05-01,Panamá Este,Abarrotes,Lácteos,192017,3047886.03
2025-06-01,Panamá Este,Abarrotes,Lácteos,189532,3202627.41
2025-07-01,Panamá Este,Abarrotes,Lácteos,252122,4068779.17
2025-08-01,Panamá Este,Abarrotes,Lácteos,220003,3581127.75
2025-09-01,Panamá Este,Abarrotes,Lácteos,203862,3687881.64
2025-10-01,Panamá Este,Abarrotes,Lácteos,201480,3369238.42
2022-01-01,Panamá Este,Abarrotes,Enlatados,14922,715761.48
2022-02-01,Panamá Este,Abarrotes,Enlatados,14960,745334.37
2022-03-01,Panamá Este,Abarrotes,Enlatados,18657,887211.4
2022-04-01,Panamá Este,Abarrotes,Enlatados,18997,912043.47
2022-05-01,Panamá Este,Abarrotes,Enlatados,17462,962781.94
2022-06-01,Panamá Este,Abarrotes,Enlatados,20263,825184.46
2022-07-01,Panamá Este,Abarrotes,Enlatados,21353,978349.65
2022-08-01,Panamá Este,Abarrotes,Enlatados,18708,827695.9
2022-09-01,Panamá Este,Abarrotes,Enlatados,17312,905729.4
2022-10-01,Panamá Este,Abarrotes,Enlatados,16844,975130.03
2022-11-01,Panamá Este,Abarrotes,Enlatados,21394,1144924.09
2022-12-01,Panamá Este,Abarrotes,Enlatados,27203,1195496.23
2023-01-01,Panamá Este,Abarrotes,Enlatados,14398,807267.75
2023-02-01,Panamá Este,Abarrotes,Enlatados,17243,863337.21
2023-03-01,Panamá Este,Abarrotes,Enlatados,21044,886566.57
2023-04-01,Panamá Este,Abarrotes,Enlatados,18548,934720.8
2023-05-01,Panamá Este,Abarrotes,Enlatados,20872,935762.53
2023-06-01,Panamá Este,Abarrotes,Enlatados,18484,898129.48
2023-07-01,Panamá Este,Abarrotes,Enlatados,24199,1180497.72
2023-08-01,Panamá Este,Abarrotes,Enlatados,20080,978522.44
2023-09-01,Panamá Este,Abarrotes,Enlatados,18720,1060597.61
2023-10-01,Panamá Este,Abarrotes,Enlatados,19492,947851.36
2023-11-01,Panamá Este,Abarrotes,Enlatados,23734,1090959.28
2023-12-01,Panamá Este,Abarrotes,Enlatados,29632,1368852.92
2024-01-01,Panamá Este,Abarrotes,Enlatados,17227,740226.86
2024-02-01,Panamá Este,Abarrotes,Enlatados,19034,906572.66
2024-03-01,Panamá Este,Abarrotes,Enlatados,20177,1159453.04
2024-04-01,Panamá Este,Abarrotes,Enlatados,20377,1073989.99
2024-05-01,Panamá Este,Abarrotes,Enlatados,20123,1094467.88
2024-06-01,Panamá Este,Abarrotes,Enlatados,22241,996099.19
2024-07-01,Panamá Este,Abarrotes,Enlatados,25911,1069143.02
2024-08-01,Panamá Este,Abarrotes,Enlatados,21613,986295.61
2024-09-01,Panamá Este,Abarrotes,Enlatados,20417,1090624.33
2024-10-01,Panamá Este,Abarrotes,Enlatados,22157,982916.64
2024-11-01,Panamá Este,Abarrotes,Enlatados,27923,1251625.42
2024-12-01,Panamá Este,Abarrotes,Enlatados,32147,1512367.68
2025-01-01,Panamá Este,Abarrotes,Enlatados,19241,853526.42
2025-02-01,Panamá Este,Abarrotes,Enlatados,19361,922814.76
2025-03-01,Panamá Este,Abarrotes,Enlatados,22377,1111296.48
2025-04-01,Panamá Este,Abarrotes,Enlatados,25647,1263664.41
2025-05-01,Panamá Este,Abarrotes,Enlatados,24588,1204922.99
2025-06-01,Panamá Este,Abarrotes,Enlatados,22935,1163035.84
2025-07-01,Panamá Este,Abarrotes,Enlatados,27491,1155572.21
2025-08-01,Panamá Este,Abarrotes,Enlatados,25339,1278585.83
2025-09-01,Panamá Este,Abarrotes,Enlatados,24385,1203869.06
2025-10-01,Panamá Este,Abarrotes,Enlatados,24732,1121337.03
2022-01-01,Panamá Este,Abarrotes,Cereales,27247,1092250.8
2022-02-01,Panamá Este,Abarrotes,Cereales,32081,1445541.76
2022-03-01,Panamá Este,Abarrotes,Cereales,38570,1466058.44
2022-04-01,Panamá Este,Abarrotes,Cereales,35869,1695705.48
2022-05-01,Panamá Este,Abarrotes,Cereales,36901,1520096.59
2022-06-01,Panamá Este,Abarrotes,Cereales,39853,1764345.18
2022-07-01,Panamá Este,Abarrotes,Cereales,45021,1730940.52
2022-08-01,Panamá Este,Abarrotes,Cereales,42981,1560325.92
2022-09-01,Panamá Este,Abarrotes,Cereales,42471,1502772.59
2022-10-01,Panamá Este,Abarrotes,Cereales,40200,1553431.75
2022-11-01,Panamá Este,Abarrotes,Cereales,46164,2085629.93
2022-12-01,Panamá Este,Abarrotes,Cereales,56210,2487398.42
2023-01-01,Panamá Este,Abarrotes,Cereales,33363,1270716.9
2023-02-01,Panamá Este,Abarrotes,Cereales,33038,1463900.54
2023-03-01,Panamá Este,Abarrotes,Cereales,41322,1817406.71
2023-04-01,Panamá Este,Abarrotes,Cereales,44940,1874526.12
2023-05-01,Panamá Este,Abarrotes,Cereales,41103,1772502.34
2023-06-01,Panamá Este,Abarrotes,Cereales,42685,1702368.99
2023-07-01,Panamá Este,Abarrotes,Cereales,47101,1880682.06
2023-08-01,Panamá Este,Abarrotes,Cereales,39425,1808200.5
2023-09-01,Panamá Este,Abarrotes,Cereales,40921,1567228.63
2023-10-01,Panamá Este,Abarrotes,Cereales,40688,1781740.64
2023-11-01,Panamá Este,Abarrotes,Cereales,45712,2027794.5
2023-12-01,Panamá Este,Abarrotes,Cereales,53307,2579511.81
2024-01-01,Panamá Este,Abarrotes,Cereales,36233,1290718.01
2024-02-01,Panamá Este,Abarrotes,Cereales,36761,1620532.85
2024-03-01,Panamá Este,Abarrotes,Cereales,45469,1866331.23
2024-04-01,Panamá Este,Abarrotes,Cereales,43481,1926788.79
2024-05-01,Panamá Este,Abarrotes,Cereales,49298,1710414.61
2024-06-01,Panamá Este,Abarrotes,Cereales,43124,1903429.83
2024-07-01,Panamá Este,Abarrotes,Cereales,49134,2086148.16
2024-08-01,Panamá Este,Abarrotes,Cereales,48682,1896189.4
2024-09-01,Panamá Este,Abarrotes,Cereales,48403,1912236.55
2024-10-01,Panamá Este,Abarrotes,Cereales,42461,1939581.68
2024-11-01,Panamá Este,Abarrotes,Cereales,57657,2385285.01
2024-12-01,Panamá Este,Abarrotes,Cereales,62897,2502099.85
2025-01-01,Panamá Este,Abarrotes,Cereales,36458,1611107.93
2025-02-01,Panamá Este,Abarrotes,Cereales,38421,1713867.03
2025-03-01,Panamá Este,Abarrotes,Cereales,44685,1846401.62
2025-04-01,Panamá Este,Abarrotes,Cereales,51000,1838935.69
2025-05-01,Panamá Este,Abarrotes,Cereales,48742,1950148.96
2025-06-01,Panamá Este,Abarrotes,Cereales,48161,2131946.27
2025-07-01,Panamá Este,Abarrotes,Cereales,56117,2310876.75
2025-08-01,Panamá Este,Abarrotes,Cereales,51367,2133446.12
2025-09-01,Panamá Este,Abarrotes,Cereales,45449,2023984.21
2025-10-01,Panamá Este,Abarrotes,Cereales,49852,1992893.88
2022-01-01,Panamá Este,Abarrotes,Snacks,41605,1810236.27
2022-02-01,Panamá Este,Abarrotes,Snacks,43317,1717856.21
2022-03-01,Panamá Este,Abarrotes,Snacks,59192,2015742.07
2022-04-01,Panamá Este,Abarrotes,Snacks,57676,2115325.85
2022-05-01,Panamá Este,Abarrotes,Snacks,50441,2106266.23
2022-06-01,Panamá Este,Abarrotes,Snacks,57511,2099752.02
2022-07-01,Panamá Este,Abarrotes,Snacks,61266,2630509.61
2022-08-01,Panamá Este,Abarrotes,Snacks,50596,2100887.67
2022-09-01,Panamá Este,Abarrotes,Snacks,54755,2110797.52
2022-10-01,Panamá Este,Abarrotes,Snacks,55046,2326412.77
2022-11-01,Panamá Este,Abarrotes,Snacks,61829,2627328.24
2022-12-01,Panamá Este,Abarrotes,Snacks,84192,3267698.84
2023-01-01,Panamá Este,Abarrotes,Snacks,47842,1635287.72
2023-02-01,Panamá Este,Abarrotes,Snacks,52387,2024721.67
2023-03-01,Panamá Este,Abarrotes,Snacks,59167,2165218.86
2023-04-01,Panamá Este,Abarrotes,Snacks,58565,2179087.95
2023-05-01,Panamá Este,Abarrotes,Snacks,61417,2582072.79
2023-06-01,Panamá Este,Abarrotes,Snacks,60158,2215667.77
2023-07-01,Panamá Este,Abarrotes,Snacks,59837,2643789.79
2023-08-01,Panamá Este,Abarrotes,Snacks,59766,2345501.35
2023-09-01,Panamá Este,Abarrotes,Snacks,63270,2315053.75
2023-10-01,Panamá Este,Abarrotes,Snacks,59131,2578918.72
2023-11-01,Panamá Este,Abarrotes,Snacks,65129,2591505.53
2023-12-01,Panamá Este,Abarrotes,Snacks,88242,3452660.53
2024-01-01,Panamá Este,Abarrotes,Snacks,45393,2112942.6
2024-02-01,Panamá Este,Abarrotes,Snacks,52072,2217929.6
2024-03-01,Panamá Este,Abarrotes,Snacks,60052,2803554.69
2024-04-01,Panamá Este,Abarrotes,Snacks,62183,2347419.66
2024-05-01,Panamá Este,Abarrotes,Snacks,67674,2536427.51
2024-06-01,Panamá Este,Abarrotes,Snacks,64618,2454625.43
2024-07-01,Panamá Este,Abarrotes,Snacks,66626,2967060.63
2024-08-01,Panamá Este,Abarrotes,Snacks,69233,2826488.5
2024-09-01,Panamá Este,Abarrotes,Snacks,69255,2452754.76
2024-10-01,Panamá Este,Abarrotes,Snacks,69139,2657804.35
2024-11-01,Panamá Este,Abarrotes,Snacks,73207,2907148.15
2024-12-01,Panamá Este,Abarrotes,Snacks,89237,3656787.15
2025-01-01,Panamá Este,Abarrotes,Snacks,57180,2072800.92
2025-02-01,Panamá Este,Abarrotes,Snacks,62288,2589619.17
2025-03-01,Panamá Este,Abarrotes,Snacks,62927,2844239.6
2025-04-01,Panamá Este,Abarrotes,Snacks,63456,2700026.32
2025-05-01,Panamá Este,Abarrotes,Snacks,68998,2568958.38
2025-06-01,Panamá Este,Abarrotes,Snacks,75187,2589642.72
2025-07-01,Panamá Este,Abarrotes,Snacks,77041,2893970.44
2025-08-01,Panamá Este,Abarrotes,Snacks,69469,2645163.04
2025-09-01,Panamá Este,Abarrotes,Snacks,64015,2979025.71
2025-10-01,Panamá Este,Abarrotes,Snacks,71679,2817902.21
2022-01-01,Panamá Este,Electrónica,TV,30187,808573.66
2022-02-01,Panamá Este,Electrónica,TV,33927,898260.58
2022-03-01,Panamá Este,Electrónica,TV,45088,1117191.68
2022-04-01,Panamá Este,Electrónica,TV,38368,1209391.18
2022-05-01,Panamá Este,Electrónica,TV,43768,1098736.35
2022-06-01,Panamá Este,Electrónica,TV,45669,1106996.21
2022-07-01,Panamá Este,Electrónica,TV,49442,1301279.97
2022-08-01,Panamá Este,Electrónica,TV,42869,1080195.53
2022-09-01,Panamá Este,Electrónica,TV,40060,1241475.19
2022-10-01,Panamá Este,Electrónica,TV,39563,1154806.47
2022-11-01,Panamá Este,Electrónica,TV,53117,1365730.77
2022-12-01,Panamá Este,Electrónica,TV,62676,1628847.52
2023-01-01,Panamá Este,Electrónica,TV,33430,858028.55
2023-02-01,Panamá Este,Electrónica,TV,35768,1065681.56
2023-03-01,Panamá Este,Electrónica,TV,40915,1192355.65
2023-04-01,Panamá Este,Electrónica,TV,40686,1323305.02
2023-05-01,Panamá Este,Electrónica,TV,46291,1144729.46
2023-06-01,Panamá Este,Electrónica,TV,43640,1227650.01
2023-07-01,Panamá Este,Electrónica,TV,52738,1374974.55
2023-08-01,Panamá Este,Electrónica,TV,46474,1111514.2
2023-09-01,Panamá Este,Electrónica,TV,41610,1192500.89
2023-10-01,Panamá Este,Electrónica,TV,45357,1282959.68
2023-11-01,Panamá Este,Electrónica,TV,52531,1565367.25
2023-12-01,Panamá Este,Electrónica,TV,63047,1652156.04
2024-01-01,Panamá Este,Electrónica,TV,37140,1038527.33
2024-02-01,Panamá Este,Electrónica,TV,42639,1214574.41
2024-03-01,Panamá Este,Electrónica,TV,50519,1399933.84
2024-04-01,Panamá Este,Electrónica,TV,44943,1206747.84
2024-05-01,Panamá Este,Electrónica,TV,42836,1369320.22
2024-06-01,Panamá Este,Electrónica,TV,49531,1259543.3
2024-07-01,Panamá Este,Electrónica,TV,47902,1577741.29
2024-08-01,Panamá Este,Electrónica,TV,45519,1302844.31
2024-09-01,Panamá Este,Electrónica,TV,42578,1207999.61
2024-10-01,Panamá Este,Electrónica,TV,48987,1365519.17
2024-11-01,Panamá Este,Electrónica,TV,52947,1512500.76
2024-12-01,Panamá Este,Electrónica,TV,68232,2011203.58
2025-01-01,Panamá Este,Electrónica,TV,41503,1144785.72
2025-02-01,Panamá Este,Electrónica,TV,39165,1220795.01
2025-03-01,Panamá Este,Electrónica,TV,46121,1289627.64
2025-04-01,Panamá Este,Electrónica,TV,48774,1444788.35
2025-05-01,Panamá Este,Electrónica,TV,54075,1279378.21
2025-06-01,Panamá Este,Electrónica,TV,47516,1261644.1
2025-07-01,Panamá Este,Electrónica,TV,53873,1630967.79
2025-08-01,Panamá Este,Electrónica,TV,46035,1311890.99
2025-09-01,Panamá Este,Electrónica,TV,53034,1359041.93
2025-10-01,Panamá Este,Electrónica,TV,49459,1524619.13
2022-01-01,Panamá Este,Electrónica,Celulares,36724,1717468.31
2022-02-01,Panamá Este,Electrónica,Celulares,40186,1954737.22
2022-03-01,Panamá Este,Electrónica,Celulares,46595,2246002.98
2022-04-01,Panamá Este,Electrónica,Celulares,49331,2070019.31
2022-05-01,Panamá Este,Electrónica,Celulares,42864,2351328.49
2022-06-01,Panamá Este,Electrónica,Celulares,41891,2248502.25
2022-07-01,Panamá Este,Electrónica,Celulares,47695,2420595.89
2022-08-01,Panamá Este,Electrónica,Celulares,48437,2005097.07
2022-09-01,Panamá Este,Electrónica,Celulares,41485,2151236.01
2022-10-01,Panamá Este,Electrónica,Celulares,46500,2157020.72
2022-11-01,Panamá Este,Electrónica,Celulares,60330,2799348.17
2022-12-01,Panamá Este,Electrónica,Celulares,68595,3072361.69
2023-01-01,Panamá Este,Electrónica,Celulares,37422,1728790.09
2023-02-01,Panamá Este,Electrónica,Celulares,38545,2198727.3
2023-03-01,Panamá Este,Electrónica,Celulares,52975,2177681.39
2023-04-01,Panamá Este,Electrónica,Celulares,50666,2324960.25
2023-05-01,Panamá Este,Electrónica,Celulares,45856,2145235.74
2023-06-01,Panamá Este,Electrónica,Celulares,45647,2474849.96
2023-07-01,Panamá Este,Electrónica,Celulares,59128,2814902.5
2023-08-01,Panamá Este,Electrónica,Celulares,51364,2257651.08
2023-09-01,Panamá Este,Electrónica,Celulares,52954,2530789.0
2023-10-01,Panamá Este,Electrónica,Celulares,53448,2263404.22
2023-11-01,Panamá Este,Electrónica,Celulares,60475,3066661.68
2023-12-01,Panamá Este,Electrónica,Celulares,69798,3474085.4
2024-01-01,Panamá Este,Electrónica,Celulares,39908,2041027.31
2024-02-01,Panamá Este,Electrónica,Celulares,44188,1970042.43
2024-03-01,Panamá Este,Electrónica,Celulares,53256,2802372.88
2024-04-01,Panamá Este,Electrónica,Celulares,56918,2681235.49
2024-05-01,Panamá Este,Electrónica,Celulares,55062,2464794.36
2024-06-01,Panamá Este,Electrónica,Celulares,58198,2733931.82
2024-07-01,Panamá Este,Electrónica,Celulares,58686,2698165.39
2024-08-01,Panamá Este,Electrónica,Celulares,55118,2756174.69
2024-09-01,Panamá Este,Electrónica,Celulares,55379,2366212.51
2024-10-01,Panamá Este,Electrónica,Celulares,54952,2669444.39
2024-11-01,Panamá Este,Electrónica,Celulares,67379,3102999.91
2024-12-01,Panamá Este,Electrónica,Celulares,71580,3301173.53
2025-01-01,Panamá Este,Electrónica,Celulares,44066,1981559.64
2025-02-01,Panamá Este,Electrónica,Celulares,45875,2137080.91
2025-03-01,Panamá Este,Electrónica,Celulares,57256,2768488.83
2025-04-01,Panamá Este,Electrónica,Celulares,58466,2675159.99
2025-05-01,Panamá Este,Electrónica,Celulares,60394,2840693.28
2025-06-01,Panamá Este,Electrónica,Celulares,63891,2672915.98
2025-07-01,Panamá Este,Electrónica,Celulares,65769,2941850.94
2025-08-01,Panamá Este,Electrónica,Celulares,61466,2921392.57
2025-09-01,Panamá Este,Electrónica,Celulares,58684,2534125.71
2025-10-01,Panamá Este,Electrónica,Celulares,60182,3010374.92
2022-01-01,Panamá Este,Electrónica,Audio,152494,1749040.82
2022-02-01,Panamá Este,Electrónica,Audio,200292,2100040.87
2022-03-01,Panamá Este,Electrónica,Audio,240696,2165187.4
2022-04-01,Panamá Este,Electrónica,Audio,205062,2270633.3
2022-05-01,Panamá Este,Electrónica,Audio,242594,2261871.56
2022-06-01,Panamá Este,Electrónica,Audio,214823,2272154.59
2022-07-01,Panamá Este,Electrónica,Audio,256604,2574531.68
2022-08-01,Panamá Este,Electrónica,Audio,239376,2270679.9
2022-09-01,Panamá Este,Electrónica,Audio,233158,2260502.15
2022-10-01,Panamá Este,Electrónica,Audio,207398,2272756.36
2022-11-01,Panamá Este,Electrónica,Audio,276194,2791225.69
2022-12-01,Panamá Este,Electrónica,Audio,319271,3221977.85
2023-01-01,Panamá Este,Electrónica,Audio,194111,1947004.47
2023-02-01,Panamá Este,Electrónica,Audio,199784,1874988.38
2023-03-01,Panamá Este,Electrónica,Audio,231055,2585911.69
2023-04-01,Panamá Este,Electrónica,Audio,251604,2591054.87
2023-05-01,Panamá Este,Electrónica,Audio,235444,2320010.13
2023-06-01,Panamá Este,Electrónica,Audio,246631,2406288.01
2023-07-01,Panamá Este,Electrónica,Audio,271313,2633949.32
2023-08-01,Panamá Este,Electrónica,Audio,258227,2287816.31
2023-09-01,Panamá Este,Electrónica,Audio,244360,2374260.53
2023-10-01,Panamá Este,Electrónica,Audio,239733,2203391.5
2023-11-01,Panamá Este,Electrónica,Audio,266787,2779889.32
2023-12-01,Panamá Este,Electrónica,Audio,309699,3608984.54
2024-01-01,Panamá Este,Electrónica,Audio,177534,1846350.43
2024-02-01,Panamá Este,Electrónica,Audio,201963,2325920.09
2024-03-01,Panamá Este,Electrónica,Audio,261306,2588908.59
2024-04-01,Panamá Este,Electrónica,Audio,266549,2768100.44
2024-05-01,Panamá Este,Electrónica,Audio,255819,2611126.04
2024-06-01,Panamá Este,Electrónica,Audio,271027,2330649.94
2024-07-01,Panamá Este,Electrónica,Audio,307206,2929199.54
2024-08-01,Panamá Este,Electrónica,Audio,270569,2338463.25
2024-09-01,Panamá Este,Electrónica,Audio,264205,2547230.41
2024-10-01,Panamá Este,Electrónica,Audio,255946,2793602.61
2024-11-01,Panamá Este,Electrónica,Audio,302031,2880464.55
2024-12-01,Panamá Este,Electrónica,Audio,326419,3522380.05
2025-01-01,Panamá Este,Electrónica,Audio,198317,2141688.84
2025-02-01,Panamá Este,Electrónica,Audio,248191,2497977.4
2025-03-01,Panamá Este,Electrónica,Audio,286479,2823415.36
2025-04-01,Panamá Este,Electrónica,Audio,254529,2598036.65
2025-05-01,Panamá Este,Electrónica,Audio,268052,2825416.43
2025-06-01,Panamá Este,Electrónica,Audio,286948,2619087.95
2025-07-01,Panamá Este,Electrónica,Audio,271156,3134277.94
2025-08-01,Panamá Este,Electrónica,Audio,263777,2977986.97
2025-09-01,Panamá Este,Electrónica,Audio,288843,2850962.09
2025-10-01,Panamá Este,Electrónica,Audio,264668,2928216.22
2022-01-01,Panamá Este,Electrónica,Electrodomésticos,77946,1747227.88
2022-02-01,Panamá Este,Electrónica,Electrodomésticos,85323,1851935.31
2022-03-01,Panamá Este,Electrónica,Electrodomésticos,113183,2333775.47
2022-04-01,Panamá Este,Electrónica,Electrodomésticos,96752,2344365.25
2022-05-01,Panamá Este,Electrónica,Electrodomésticos,114353,2359843.34
2022-06-01,Panamá Este,Electrónica,Electrodomésticos,100898,2385863.16
2022-07-01,Panamá Este,Electrónica,Electrodomésticos,124232,2389144.0
2022-08-01,Panamá Este,Electrónica,Electrodomésticos,106955,2122564.34
2022-09-01,Panamá Este,Electrónica,Electrodomésticos,111645,2238554.05
2022-10-01,Panamá Este,Electrónica,Electrodomésticos,114942,2145603.37
2022-11-01,Panamá Este,Electrónica,Electrodomésticos,120435,2696241.72
2022-12-01,Panamá Este,Electrónica,Electrodomésticos,160247,3210063.25
2023-01-01,Panamá Este,Electrónica,Electrodomésticos,82178,1832591.72
2023-02-01,Panamá Este,Electrónica,Electrodomésticos,93060,1951301.14
2023-03-01,Panamá Este,Electrónica,Electrodomésticos,108471,2197836.48
2023-04-01,Panamá Este,Electrónica,Electrodomésticos,112976,2322010.26
2023-05-01,Panamá Este,Electrónica,Electrodomésticos,104298,2186408.49
2023-06-01,Panamá Este,Electrónica,Electrodomésticos,113252,2538441.56
2023-07-01,Panamá Este,Electrónica,Electrodomésticos,124281,2510358.23
2023-08-01,Panamá Este,Electrónica,Electrodomésticos,117917,2191996.54
2023-09-01,Panamá Este,Electrónica,Electrodomésticos,119525,2131238.94
2023-10-01,Panamá Este,Electrónica,Electrodomésticos,110713,2423401.53
2023-11-01,Panamá Este,Electrónica,Electrodomésticos,129142,2903040.8
2023-12-01,Panamá Este,Electrónica,Electrodomésticos,149317,3191524.57
2024-01-01,Panamá Este,Electrónica,Electrodomésticos,84363,1726495.1
2024-02-01,Panamá Este,Electrónica,Electrodomésticos,92821,2101323.05
2024-03-01,Panamá Este,Electrónica,Electrodomésticos,116026,2422591.69
2024-04-01,Panamá Este,Electrónica,Electrodomésticos,114296,2606834.85
2024-05-01,Panamá Este,Electrónica,Electrodomésticos,130976,2570912.33
2024-06-01,Panamá Este,Electrónica,Electrodomésticos,121183,2449468.22
2024-07-01,Panamá Este,Electrónica,Electrodomésticos,127755,2613159.77
2024-08-01,Panamá Este,Electrónica,Electrodomésticos,121729,2763390.0
2024-09-01,Panamá Este,Electrónica,Electrodomésticos,111156,2494487.76
2024-10-01,Panamá Este,Electrónica,Electrodomésticos,118460,2612451.02
2024-11-01,Panamá Este,Electrónica,Electrodomésticos,147390,2803988.4
2024-12-01,Panamá Este,Electrónica,Electrodomésticos,167349,3514550.62
2025-01-01,Panamá Este,Electrónica,Electrodomésticos,94180,1828113.37
2025-02-01,Panamá Este,Electrónica,Electrodomésticos,119630,2290563.72
2025-03-01,Panamá Este,Electrónica,Electrodomésticos,137832,2941656.47
2025-04-01,Panamá Este,Electrónica,Electrodomésticos,131251,2629504.48
2025-05-01,Panamá Este,Electrónica,Electrodomésticos,129867,2443653.81
2025-06-01,Panamá Este,Electrónica,Electrodomésticos,131181,2439325.21
2025-07-01,Panamá Este,Electrónica,Electrodomésticos,132482,2894693.5
2025-08-01,Panamá Este,Electrónica,Electrodomésticos,125403,2508812.01
2025-09-01,Panamá Este,Electrónica,Electrodomésticos,116291,2435231.62
2025-10-01,Panamá Este,Electrónica,Electrodomésticos,127463,2829781.39
2022-01-01,Panamá Este,Hogar,Muebles,5979,259574.91
2022-02-01,Panamá Este,Hogar,Muebles,5654,294537.6
2022-03-01,Panamá Este,Hogar,Muebles,7888,329820.81
2022-04-01,Panamá Este,Hogar,Muebles,7382,336956.55
2022-05-01,Panamá Este,Hogar,Muebles,7536,308382.17
2022-06-01,Panamá Este,Hogar,Muebles,7554,356486.62
2022-07-01,Panamá Este,Hogar,Muebles,8592,377443.82
2022-08-01,Panamá Este,Hogar,Muebles,7097,309724.94
2022-09-01,Panamá Este,Hogar,Muebles,7684,352062.41
